accession_number,company_cik,owner_key,percent_of_class,control_class,pct_verified,pct_source
0001193125-15-231879,0001505155,0001477025,30.8,stake,True,row13
0001213900-22-051125,0001505155,0001943841,17.2,stake,True,row13
0000950123-11-052049,0001505413,0001505678,25.0,stake,True,prose
0000950123-11-078563,0001505413,0001528112,25.0,stake,True,prose
0000905718-15-000944,0001505497,0001659553,7.7,stake,True,row13
0001021771-19-000014,0001505497,0001677513,41.7,stake,True,row13
0001021771-21-000022,0001505497,0001756228,16.8,stake,True,row13
0001021771-21-000024,0001505497,0001527241,16.5,stake,True,row13
0001193125-15-213171,0001505497,0001038667,39.7,stake,True,row13
0001026081-18-000014,0001505732,0001026081,,unknown,False,rejected_below_13d_threshold
0001213900-25-123372,0001505732,0001607543,,unknown,False,rejected_below_13d_threshold
0000921895-26-000642,0001505952,0001832568,11.97,stake,True,llm
0001213900-18-011784,0001506251,0001199080,12.6,stake,True,row13
0001213900-18-011785,0001506251,0001463414,54.2,control,True,row13
0001504304-23-000015,0001506488,0001504304,10.44,stake,True,row13
0001140361-25-022709,0001506492,0001213867,7.3,stake,True,llm
0001144204-17-013871,0001506492,0001407536,6.1,stake,True,row13
0001557240-15-000452,0001506929,0001599515,13.3,stake,True,row13
0001640334-15-000403,0001506929,0001659722,,unknown,False,rejected_below_13d_threshold
0001640334-17-000881,0001506929,0001700599,70.0,control,True,row13
0001640334-23-000281,0001506929,0001960458,10.0,stake,True,row13
0001178913-17-000078,0001506983,0001690551,9.9,stake,True,row13
0001493152-20-002941,0001506983,0001701346,33.25,stake,True,row13
0001104659-17-032336,0001507079,0001623580,82.2,control,True,row13
0001104659-17-032337,0001507079,0001428903,82.2,control,True,row13
0000950142-20-002481,0001507605,0001831015,5.8,stake,True,row13
0001104659-20-129438,0001507605,0001833904,5.7,stake,True,row13
0001493152-18-014549,0001507605,0001500893,9.2,stake,True,row13
0000950103-13-006173,0001508475,0001021944,11.75,stake,True,row13
0000950123-11-078893,0001508475,0001380311,8.2,stake,True,llm
0001104659-22-044184,0001508475,0001541680,8.9,stake,True,row13
0001104659-24-001539,0001508475,0002004151,29.5,stake,True,row13
0001193125-16-646823,0001508475,0001679270,21.4,stake,True,row13
0001193125-20-186478,0001508475,0001758419,,unknown,False,
0001341004-15-000042,0001508475,0001630661,13.5,stake,True,row13
0000950103-16-011819,0001508478,0001669285,5.78,stake,True,row13
0000903423-11-000324,0001508655,0001495741,,unknown,False,rejected_below_13d_threshold
0001144204-11-037391,0001508655,0001483261,30.1,stake,True,row13
0001193125-11-174487,0001508655,0001523591,22.55,stake,True,aggregate_prose
0000912282-13-000087,0001509261,0001567953,10.0,stake,True,row13
0000912282-13-000088,0001509261,0001509261,16.1,stake,True,row13
0000912282-14-000035,0001509261,0001567254,50.0,control,True,row13
0001104659-20-041176,0001509261,0001798101,31.1,stake,True,row13
0001144204-12-008359,0001509261,0001427788,22.2,stake,True,row13
0001193125-21-227549,0001509261,0001834377,21.9,stake,True,row13
0001213900-18-003566,0001509261,0001734005,8.2,stake,True,row13
0000807249-24-000134,0001509470,0000807249,5.13,stake,True,aggregate_prose
0001104659-20-072706,0001509470,0001794501,20.2,stake,True,row13
0001104659-24-125520,0001509470,0001322402,5.01,stake,True,row13
0001104659-17-069957,0001509745,0001490245,34.5,stake,True,row13
0001193125-19-042513,0001509745,0001767901,9.63,stake,True,row13
0001651308-20-000030,0001509745,0001651308,23.7,stake,True,row13
0002085726-25-000004,0001509745,0002085726,,unknown,False,
0001104659-20-050976,0001510593,0001810067,39.8,stake,True,row13
0001193125-20-119074,0001510593,0001633589,39.8,stake,True,row13
0001493152-25-023366,0001510593,0001765660,,unknown,False,
0001019687-12-004349,0001510964,0001562877,9.0,stake,True,row13
0001019687-12-004350,0001510964,0001562881,81.8,control,True,row13
0001019687-12-004351,0001510964,0001562867,9.0,stake,True,row13
0001019687-15-003260,0001510964,0001614962,6.9,stake,True,row13
0001019687-16-005160,0001510964,0001572795,13.0,stake,True,row13
0001019687-16-007024,0001510964,0001562879,10.5,stake,True,row13
0001683168-18-001614,0001510964,0001595068,5.76,stake,True,row13
0001341004-24-000010,0001512228,0001322745,9.3,stake,True,row13
0000897069-15-000398,0001512499,0001639304,24.7,stake,True,row13
0000902664-20-002871,0001512499,0001817187,9.9,stake,True,row13
0001418812-18-000114,0001512499,0001418812,9.8,stake,True,row13
0001104659-14-081362,0001512762,0001472698,9.4,stake,True,row13
0001144204-14-068599,0001512762,0001380734,7.9,stake,True,row13
0001161697-18-000636,0001512886,0001592222,62.0,control,True,row13
0001099910-26-000031,0001512922,0001553209,36.1,stake,True,llm
0001291984-23-000003,0001512922,0001291984,8.39,stake,True,row13
0001477932-14-001214,0001512922,0001602553,5.82,stake,True,row13
0001477932-14-001215,0001512922,0001602550,18.71,stake,True,row13
0001477932-14-001216,0001512922,0001302378,10.86,stake,True,row13
0001477932-14-001217,0001512922,0001602551,28.07,stake,True,row13
0001477932-14-001218,0001512922,0001602552,5.78,stake,True,row13
0001213900-18-015600,0001513525,0001718158,22.3,stake,True,row13
0001213900-18-015602,0001513525,0001718364,9.78,stake,True,row13
0001213900-18-015606,0001513525,0001718094,19.18,stake,True,row13
0001213900-18-015610,0001513525,0001718069,13.65,stake,True,row13
0001193125-20-154438,0001513761,0001812567,11.4,stake,True,row13
0001193125-14-094723,0001513845,0001601514,8.33,stake,True,row13
0001213900-12-006998,0001514183,0001326903,18.0,stake,True,row13
0000899140-22-000462,0001514281,0001877511,8.6,stake,True,row13
0001104659-23-083895,0001514281,0001674356,5.2,stake,True,row13
0001999371-25-010988,0001514281,0001903793,7.3,stake,True,llm
0000921895-20-001259,0001514490,0001510281,13.2,stake,True,row13
0001514490-20-000009,0001514490,0001009121,8.62,stake,True,row13
0001013594-15-000626,0001514705,0001569227,10.4,stake,True,row13
0001140361-15-008103,0001514705,0001278235,,unknown,False,rejected_below_13d_threshold
0001078782-14-000741,0001514946,0001604394,45.0,stake,True,row13
0001078782-14-000743,0001514946,0001604964,45.0,stake,True,row13
0001096906-22-002069,0001514946,0001944813,14.34,stake,True,row13
0001096906-22-002073,0001514946,0001944801,14.34,stake,True,row13
0001096906-22-002326,0001514946,0001947843,100.0,control,True,row13
0000807249-20-000260,0001514991,0000807249,5.1,stake,True,aggregate_prose
0001104659-24-000892,0001514991,0000935761,15.3,stake,True,row13
0001104659-25-009163,0001514991,0000933028,28.5,stake,True,llm
0001085037-14-000105,0001515139,0001434693,50.0,control,True,row13
0001085037-17-000106,0001515139,0001717192,33.33,stake,True,row13
0001493152-24-001975,0001515139,0001166846,5.22,stake,True,row13
0001140361-23-012552,0001515156,0001962987,5.4,stake,True,row13
0001193125-14-286847,0001515156,0001409751,7.9,stake,True,row13
0001213900-23-010961,0001515156,0001637606,14.22,stake,True,row13
0001213900-23-019349,0001515156,0001963363,6.97,stake,True,row13
0001011034-13-000115,0001515317,0000929131,21.22,stake,True,row13
0001011034-14-000071,0001515317,0001318279,75.66,control,True,row13
0001011034-18-000079,0001515317,0001267650,18.3,stake,True,row13
0001683168-24-000302,0001515317,0001817351,36.96,stake,True,row13
0001104659-23-096002,0001516551,0001873545,31.7,stake,True,row13
0001557240-14-000047,0001516551,0001430873,49.7,stake,True,row13
0001557240-14-000651,0001516551,0001260780,28.02,stake,True,row13
0001557240-14-000654,0001516551,0001624201,31.35,stake,True,row13
0001640334-18-000198,0001516551,0001728413,58.2,control,True,row13
0000902664-26-001448,0001516899,0001478982,,unknown,False,
0001019056-22-000489,0001516899,0001385702,19.4,stake,True,row13
0001085146-21-001815,0001516899,0001862612,,unknown,False,rejected_below_13d_threshold
0001193805-21-000460,0001516899,0001581642,6.2,stake,True,row13
0001493152-25-026543,0001516899,0001980323,7.17,stake,True,prose
0001144204-14-018572,0001517022,0001376359,5.6,stake,True,row13
0001144204-18-050920,0001517022,0001472322,9.8,stake,True,row13
0001193125-14-129642,0001517022,0001388325,7.5,stake,True,row13
0001193125-17-178026,0001517022,0001416422,8.4,stake,True,row13
0001193125-17-228620,0001517022,0001315797,,unknown,False,rejected_below_13d_threshold
0000921895-17-000101,0001517175,0001560207,5.23,stake,True,row13
0001193125-19-104001,0001517228,0001527166,16.0,stake,True,llm
0001193125-14-095707,0001517302,0001568880,22.4,stake,True,row13
0001628280-19-015314,0001517375,0001791816,6.79,stake,True,row13
0000950170-24-007777,0001517396,0001071351,5.13,stake,True,row13
0001185185-25-000281,0001517396,0001374287,,unknown,False,rejected_below_13d_threshold
0001213900-23-017606,0001517396,0001643303,14.5,stake,True,row13
0000947871-21-000422,0001517496,0001803336,17.3,stake,True,row13
0001193125-13-463919,0001517496,0001593517,8.4,stake,True,row13
0001193125-15-250463,0001517496,0001647753,19.76,stake,True,row13
0000009015-15-000009,0001517518,0000009015,34.3,stake,True,row13
0001062993-22-019918,0001517518,0001510281,10.005,stake,True,row13
0001445866-14-001660,0001517681,0001629380,36.2,stake,True,row13
0001104659-23-122831,0001517767,0001607203,37.6,stake,True,row13
0001193125-23-013256,0001517767,0001527166,35.8,stake,True,row13
0001504304-19-000013,0001517767,0001504304,6.2,stake,True,row13
0001649910-20-000017,0001517767,0001649910,15.91,stake,True,row13
0001213900-14-005068,0001518461,0001574969,13.3,stake,True,row13
0001477932-13-004432,0001518461,0001579944,9.3,stake,True,row13
0001477932-14-007393,0001518461,0001577895,62.6,control,True,row13
0001477932-20-003944,0001518461,0001817758,,unknown,False,rejected_below_13d_threshold
0001477932-20-004400,0001518461,0001577896,,unknown,False,rejected_below_13d_threshold
0000902664-18-003764,0001518715,0001569786,6.1,stake,True,row13
0001140361-25-034463,0001518715,0001267958,,unknown,False,
0000914121-20-000545,0001519061,0000922898,20.1,stake,True,row13
0000899140-17-000705,0001519401,0001085393,11.21,stake,True,row13
0001437749-26-001448,0001519469,0001334933,,unknown,False,
0001361570-26-000009,0001519751,0001361570,6.35,stake,True,llm
0001193125-11-316697,0001520048,0001520020,60.0,control,True,row13
0001193125-18-270129,0001520048,0001752284,26.1,stake,True,row13
0001469709-16-000794,0001520118,0001335750,46.47,stake,True,row13
0000899140-21-000485,0001520262,0001577524,8.68,stake,True,row13
0001493152-13-000878,0001520358,0000939747,20.77,stake,True,row13
0001493152-16-009981,0001520358,0001567548,20.02,stake,True,row13
0001193125-21-043899,0001520504,0001608843,16.3,stake,True,row13
0001493152-25-028800,0001520504,0000929613,18.2,stake,True,llm
0001104659-19-050814,0001520697,0001406313,7.3,stake,True,row13
0001193125-15-050823,0001520697,0001299241,,unknown,False,rejected_below_13d_threshold
0001193125-15-050978,0001520697,0001337573,3.4,stake,True,aggregate_total
0001193125-15-058149,0001520697,0001379474,6.92,stake,True,row13
0001539497-25-002580,0001520697,0001586094,5.5,stake,True,prose
0001104659-14-011820,0001522727,0001566419,40.5,stake,True,row13
0001193125-18-114418,0001522727,0001276187,44.2,stake,True,row13
0001193125-19-027058,0001522727,0001735742,12.3,stake,True,row13
0001248915-13-000119,0001522727,0001585937,7.89,stake,True,row13
0002103027-26-000002,0001522727,0002103027,12.9,stake,True,llm
0001062993-23-016977,0001523289,0001510281,10.0,stake,True,row13
0000950103-20-001970,0001523836,0001545806,5.8,stake,True,row13
0001068238-16-000415,0001523836,0001670361,33.5,stake,True,row13
0001104659-18-044111,0001523836,0001599681,5.5,stake,True,row13
0001104659-20-029901,0001523836,0001600793,7.9,stake,True,row13
0001104659-20-029941,0001523836,0001805396,10.4,stake,True,row13
0001104659-24-093750,0001523836,0001670362,22.7,stake,True,row13
0001193125-15-228762,0001523836,0001645217,18.1,stake,True,row13
0000929638-23-000841,0001524025,0001959730,22.9,stake,True,row13
0001193125-16-473870,0001524025,0001548777,53.3,control,True,row13
0000902664-24-002998,0001524358,0001786767,7.4,stake,True,row13
0001104659-18-056202,0001524358,0001355096,5.8,stake,True,row13
0001104659-24-012322,0001524358,0001008824,,unknown,False,
0001193125-11-323391,0001524769,0000895126,34.4,stake,True,row13
0000895345-20-000761,0001525221,0001309111,7.9,stake,True,row13
0001140361-20-014444,0001525221,0001407737,14.04,stake,True,row13
0001193125-20-175681,0001525221,0001538846,22.6,stake,True,row13
0000921895-19-003044,0001525769,0001676292,,unknown,False,rejected_below_13d_threshold
0001567619-20-001213,0001525769,0001520692,,unknown,False,rejected_below_13d_threshold
0000950142-23-002467,0001526113,0001907225,14.9,stake,True,row13
0001193125-12-051564,0001526119,0001482716,9.6,stake,True,row13
0001193125-12-053146,0001526119,0001384619,10.6,stake,True,row13
0001193125-12-056298,0001526119,0001540726,9.5,stake,True,row13
0001193125-17-193618,0001526125,0001219573,36.4,stake,True,row13
0001553023-17-000146,0001526125,0001553023,,unknown,False,rejected_below_13d_threshold
0001013594-21-000692,0001526243,0001035674,33.3,stake,True,row13
0001104659-14-063999,0001526520,0001606745,22.7,stake,True,row13
0001193125-11-356371,0001526520,0000927067,40.0,stake,True,aggregate_total
0001193125-20-194715,0001526520,0001269238,5.7,stake,True,row13
0001193805-25-000968,0001526520,0001517137,,unknown,False,
0001193125-20-005492,0001527166,0001548624,37.4,stake,True,row13
0001104659-20-030763,0001527469,0001449433,,unknown,False,rejected_below_13d_threshold
0000904853-23-000006,0001527541,0000904853,7.87,stake,True,row13
0000919574-20-000084,0001527541,0001457592,7.5,stake,True,row13
0000921895-23-002736,0001527541,0001113303,49.99,stake,True,row13
0001104659-22-067613,0001527541,0001931661,,unknown,False,rejected_below_13d_threshold
0001193805-23-000737,0001527541,0001917192,,unknown,False,rejected_below_13d_threshold
0001213900-20-016715,0001527541,0001635663,,unknown,False,rejected_below_13d_threshold
0001398344-21-008462,0001527541,0001618376,9.28,stake,True,row13
0001641172-25-026247,0001527541,0002076786,9.48,stake,True,llm
0000904853-25-000005,0001527590,0000904853,,unknown,False,
0000921895-16-004988,0001527590,0001596468,7.4,stake,True,row13
0001104659-16-156251,0001527590,0001570717,45.0,stake,True,row13
0001104659-22-073575,0001527590,0001611235,11.5,stake,True,row13
0000947871-17-000701,0001527599,0001055951,7.98,stake,True,row13
0001072613-15-000433,0001527599,0001544328,34.4,stake,True,row13
0001104659-17-034591,0001527599,0001614170,32.9,stake,True,row13
0001144204-15-058615,0001527599,0001524064,,unknown,False,rejected_below_13d_threshold
0001937147-24-000001,0001527599,0001937147,36.0,stake,True,row13
0001493152-20-018311,0001527613,0001826142,6.3,stake,True,row13
0001493152-20-018312,0001527613,0001630849,33.9,stake,True,row13
0001493152-25-019072,0001527613,0002027125,,unknown,False,
0001641172-25-002647,0001527613,0002022237,,unknown,False,
0001641172-25-002649,0001527613,0002035199,,unknown,False,
0001641172-25-002651,0001527613,0002027138,,unknown,False,
0001641172-25-002653,0001527613,0002026155,,unknown,False,
0001641172-25-002655,0001527613,0002027127,,unknown,False,
0001641172-25-002666,0001527613,0002039228,,unknown,False,
0000950170-25-112122,0001527636,0002059821,,unknown,False,
0001104659-16-130895,0001527636,0001678102,47.4,stake,True,row13
0001193125-14-015144,0001527636,0001442485,100.0,control,True,aggregate_total
0001214659-23-007572,0001527728,0001753085,10.6,stake,True,row13
0001615774-15-000407,0001527728,0001635652,5.68,stake,True,row13
0001615774-15-000409,0001527728,0001635706,5.52,stake,True,row13
